sat,filled,interim,final,issue
4848,FALSE,TRUE,TRUE,FALSE
4849,FALSE,TRUE,TRUE,FALSE
4850,TRUE,TRUE,TRUE,FALSE
4851,TRUE,TRUE,TRUE,FALSE
4852,TRUE,TRUE,TRUE,FALSE
4853,TRUE,TRUE,TRUE,FALSE
4854,FALSE,TRUE,TRUE,TRUE
4855,FALSE,FALSE,TRUE,TRUE
4856,TRUE,TRUE,TRUE,FALSE
4857,TRUE,TRUE,TRUE,FALSE
4858,TRUE,TRUE,TRUE,FALSE
4859,TRUE,TRUE,TRUE,FALSE
4860,TRUE,TRUE,FALSE,FALSE
4861,TRUE,TRUE,FALSE,FALSE
4862,TRUE,TRUE,FALSE,FALSE
