Sat,filled,interim,final,issue
2627,FALSE,TRUE,TRUE,FALSE
2628,FALSE,TRUE,TRUE,FALSE
2629,TRUE,TRUE,TRUE,FALSE
2630,TRUE,TRUE,TRUE,FALSE
2631,TRUE,TRUE,TRUE,FALSE
2632,FALSE,TRUE,TRUE,FALSE
2633,TRUE,TRUE,TRUE,FALSE
2634,TRUE,FALSE,TRUE,FALSE
2635,TRUE,TRUE,TRUE,FALSE
2636,TRUE,TRUE,TRUE,TRUE
2637,TRUE,TRUE,TRUE,TRUE
2638,FALSE,TRUE,TRUE,TRUE
2639,TRUE,TRUE,TRUE,FALSE
2640,TRUE,TRUE,TRUE,FALSE
2641,TRUE,TRUE,TRUE,FALSE
